DATE,NAME,TIME,TYPE,1M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
2021-04-29,FR007利率互换收盘曲线,16:30,均值,2.3125,2.3450,2.4175,2.4850,2.5281,2.6513,2.7613,2.8525,2.9333,3.0700,3.2213
2021-04-29,FR007利率互换收盘曲线,16:30,报卖,2.3139,2.3500,2.4200,2.4900,2.5300,2.6550,2.7675,2.8575,2.9350,3.0800,3.2375
2021-04-28,FR007利率互换收盘曲线,16:30,报买,2.2495,2.3300,2.4150,2.4775,2.5225,2.6500,2.7600,2.8500,2.9325,3.0575,3.2050
2021-04-28,FR007利率互换收盘曲线,16:30,均值,2.2516,2.3375,2.4175,2.4813,2.5250,2.6525,2.7625,2.8525,2.9338,3.0725,3.2238
2021-04-28,FR007利率互换收盘曲线,16:30,报卖,2.2537,2.3450,2.4200,2.4850,2.5275,2.6550,2.7650,2.8550,2.9350,3.0875,3.2425
2021-04-27,FR007利率互换收盘曲线,16:30,报买,2.3139,2.3500,2.4325,2.4950,2.5400,2.6600,2.7725,2.8625,2.9500,3.0725,3.2175
2021-04-27,FR007利率互换收盘曲线,16:30,均值,2.3146,2.3525,2.4350,2.5013,2.5413,2.6638,2.7763,2.8688,2.9513,3.0850,3.2338
2021-04-27,FR007利率互换收盘曲线,16:30,报卖,2.3153,2.3550,2.4375,2.5075,2.5425,2.6675,2.7800,2.8750,2.9525,3.0975,3.2500
2021-04-26,FR007利率互换收盘曲线,16:30,报买,2.3174,2.3625,2.4475,2.5025,2.5425,2.6625,2.7700,2.8600,2.9475,3.0700,3.2138
2021-04-26,FR007利率互换收盘曲线,16:30,均值,2.3184,2.3663,2.4500,2.5063,2.5450,2.6638,2.7763,2.8675,2.9488,3.0838,3.2269
2021-04-26,FR007利率互换收盘曲线,16:30,报卖,2.3195,2.3700,2.4525,2.5100,2.5475,2.6650,2.7825,2.8750,2.9500,3.0975,3.2400
2021-04-25,FR007利率互换收盘曲线,16:30,报买,2.2431,2.3550,2.4375,2.4950,2.5350,2.6500,2.7575,2.8475,2.9325,3.0400,3.1950
2021-04-25,FR007利率互换收盘曲线,16:30,均值,2.2438,2.3575,2.4413,2.5000,2.5375,2.6550,2.7613,2.8513,2.9338,3.0575,3.2063
2021-04-25,FR007利率互换收盘曲线,16:30,报卖,2.2445,2.3600,2.4450,2.5050,2.5400,2.6600,2.7650,2.8550,2.9350,3.0750,3.2175
2021-04-23,FR007利率互换收盘曲线,16:30,报买,2.1811,2.3400,2.4125,2.4725,2.5106,2.6233,2.7306,2.8231,2.9061,3.0048,3.1748
2021-04-23,FR007利率互换收盘曲线,16:30,均值,2.1825,2.3450,2.4175,2.4750,2.5125,2.6293,2.7354,2.8279,2.9081,3.0317,3.1924
2021-04-23,FR007利率互换收盘曲线,16:30,报卖,2.1839,2.3500,2.4225,2.4775,2.5144,2.6353,2.7403,2.8327,2.9100,3.0585,3.2100
2021-04-22,FR007利率互换收盘曲线,16:30,报买,2.1949,2.3375,2.4019,2.4600,2.5000,2.6175,2.7175,2.8099,2.8925,3.0275,3.1650
2021-04-22,FR007利率互换收盘曲线,16:30,均值,2.1952,2.3388,2.4072,2.4638,2.5013,2.6188,2.7200,2.8124,2.8938,3.0338,3.1775
2021-04-22,FR007利率互换收盘曲线,16:30,报卖,2.1956,2.3400,2.4125,2.4675,2.5025,2.6200,2.7225,2.8150,2.8950,3.0400,3.1900
2021-04-21,FR007利率互换收盘曲线,16:30,报买,2.1646,2.3325,2.4000,2.4600,2.4950,2.6145,2.7139,2.8024,2.8868,3.0138,3.1579
2021-04-21,FR007利率互换收盘曲线,16:30,均值,2.1657,2.3363,2.4025,2.4625,2.4975,2.6162,2.7173,2.8088,2.8873,3.0244,3.1729
2021-04-21,FR007利率互换收盘曲线,16:30,报卖,2.1667,2.3400,2.4050,2.4650,2.5000,2.6179,2.7206,2.8153,2.8877,3.0350,3.1880
2021-04-20,FR007利率互换收盘曲线,16:30,报买,2.2547,2.3450,2.4100,2.4620,2.4975,2.6125,2.7175,2.8000,2.8825,3.0050,3.1475
2021-04-20,FR007利率互换收盘曲线,16:30,均值,2.2558,2.3488,2.4150,2.4673,2.4988,2.6163,2.7188,2.8050,2.8838,3.0200,3.1700
2021-04-20,FR007利率互换收盘曲线,16:30,报卖,2.2568,2.3525,2.4200,2.4725,2.5002,2.6200,2.7200,2.8100,2.8850,3.0350,3.1925
2021-04-19,FR007利率互换收盘曲线,16:30,报买,2.2806,2.3600,2.4225,2.4725,2.5075,2.6225,2.7225,2.8125,2.8909,3.0106,3.1575
2021-04-19,FR007利率互换收盘曲线,16:30,均值,2.2820,2.3650,2.4229,2.4763,2.5094,2.6238,2.7263,2.8150,2.8929,3.0278,3.1750
2021-04-19,FR007利率互换收盘曲线,16:30,报卖,2.2834,2.3700,2.4232,2.4800,2.5114,2.6250,2.7300,2.8175,2.8950,3.0450,3.1925
2021-04-16,FR007利率互换收盘曲线,16:30,报买,2.2405,2.3631,2.4300,2.4800,2.5225,2.6350,2.7325,2.8250,2.9082,3.0279,3.1725
2021-04-16,FR007利率互换收盘曲线,16:30,均值,2.2423,2.3697,2.4350,2.4888,2.5238,2.6375,2.7400,2.8288,2.9095,3.0464,3.1913
2021-04-16,FR007利率互换收盘曲线,16:30,报卖,2.2442,2.3763,2.4400,2.4975,2.5251,2.6400,2.7475,2.8326,2.9108,3.0650,3.2100
2021-04-15,FR007利率互换收盘曲线,16:30,报买,2.1334,2.3500,2.4225,2.4825,2.5225,2.6375,2.7425,2.8300,2.9150,3.0350,3.1825
2021-04-15,FR007利率互换收盘曲线,16:30,均值,2.1344,2.3538,2.4288,2.4850,2.5238,2.6400,2.7450,2.8338,2.9163,3.0513,3.2000
2021-04-15,FR007利率互换收盘曲线,16:30,报卖,2.1355,2.3575,2.4350,2.4875,2.5250,2.6425,2.7475,2.8375,2.9175,3.0675,3.2175
2021-04-14,FR007利率互换收盘曲线,16:30,报买,2.0945,2.3400,2.4100,2.4700,2.5050,2.6225,2.7225,2.8150,2.8950,3.0025,3.1575
2021-04-14,FR007利率互换收盘曲线,16:30,均值,2.0952,2.3425,2.4125,2.4725,2.5063,2.6250,2.7263,2.8163,2.8963,3.0288,3.1813
2021-04-14,FR007利率互换收盘曲线,16:30,报卖,2.0959,2.3450,2.4150,2.4750,2.5075,2.6275,2.7300,2.8175,2.8975,3.0550,3.2050
2021-04-13,FR007利率互换收盘曲线,16:30,报买,2.0945,2.3400,2.4100,2.4675,2.5075,2.6175,2.7200,2.8125,2.8950,3.0175,3.1650
2021-04-13,FR007利率互换收盘曲线,16:30,均值,2.0966,2.3475,2.4150,2.4725,2.5088,2.6213,2.7215,2.8163,2.8975,3.0338,3.1816
2021-04-13,FR007利率互换收盘曲线,16:30,报卖,2.0987,2.3550,2.4200,2.4775,2.5101,2.6250,2.7230,2.8200,2.9000,3.0500,3.1982
2021-04-12,FR007利率互换收盘曲线,16:30,报买,2.1029,2.3703,2.4553,2.5150,2.5600,2.6684,2.7750,2.8675,2.9513,3.0750,3.2200
2021-04-12,FR007利率互换收盘曲线,16:30,均值,2.1036,2.3727,2.4577,2.5188,2.5613,2.6729,2.7804,2.8690,2.9527,3.0892,3.2367
2021-04-12,FR007利率互换收盘曲线,16:30,报卖,2.1042,2.3750,2.4600,2.5225,2.5625,2.6775,2.7858,2.8705,2.9542,3.1033,3.2534
2021-06-11,FR007利率互换收盘曲线,16:30,报买,2.2129,2.3700,2.4350,2.4950,2.5425,2.6650,2.7775,2.8700,2.9575,3.0750,3.2125
2021-06-11,FR007利率互换收盘曲线,16:30,均值,2.2136,2.3725,2.4400,2.4963,2.5438,2.6700,2.7788,2.8745,2.9588,3.0850,3.2325
2021-06-11,FR007利率互换收盘曲线,16:30,报卖,2.2143,2.3750,2.4450,2.4975,2.5450,2.6750,2.7800,2.8789,2.9600,3.0950,3.2525
2021-06-10,FR007利率互换收盘曲线,16:30,报买,2.2021,2.3375,2.4175,2.4750,2.5225,2.6450,2.7450,2.8425,2.9325,3.0525,3.1875
2021-06-10,FR007利率互换收盘曲线,16:30,均值,2.2045,2.3463,2.4213,2.4788,2.5263,2.6475,2.7538,2.8513,2.9350,3.0675,3.2088
2021-06-10,FR007利率互换收盘曲线,16:30,报卖,2.2070,2.3550,2.4250,2.4825,2.5300,2.6500,2.7625,2.8600,2.9375,3.0825,3.2300
2021-06-09,FR007利率互换收盘曲线,16:30,报买,2.3222,2.3800,2.4350,2.4829,2.5315,2.6500,2.7592,2.8538,2.9367,3.0548,3.2018
2021-06-09,FR007利率互换收盘曲线,16:30,均值,2.3236,2.3850,2.4388,2.4890,2.5333,2.6539,2.7646,2.8581,2.9381,3.0699,3.2172
2021-06-09,FR007利率互换收盘曲线,16:30,报卖,2.3250,2.3900,2.4425,2.4950,2.5350,2.6578,2.7700,2.8625,2.9394,3.0850,3.2325
2021-06-08,FR007利率互换收盘曲线,16:30,报买,2.3195,2.3700,2.4325,2.4850,2.5350,2.6550,2.7625,2.8575,2.9433,3.0625,3.2050
2021-06-08,FR007利率互换收盘曲线,16:30,均值,2.3208,2.3750,2.4350,2.4888,2.5375,2.6592,2.7675,2.8613,2.9447,3.0767,3.2225
2021-06-08,FR007利率互换收盘曲线,16:30,报卖,2.3222,2.3800,2.4375,2.4925,2.5400,2.6634,2.7725,2.8650,2.9461,3.0908,3.2400
2021-06-07,FR007利率互换收盘曲线,16:30,报买,2.3195,2.3700,2.4325,2.4900,2.5325,2.6475,2.7575,2.8500,2.9375,3.0600,3.2075
2021-06-07,FR007利率互换收盘曲线,16:30,均值,2.3202,2.3725,2.4363,2.4925,2.5338,2.6525,2.7625,2.8563,2.9388,3.0725,3.2213
2021-06-07,FR007利率互换收盘曲线,16:30,报卖,2.3208,2.3750,2.4400,2.4950,2.5350,2.6575,2.7675,2.8625,2.9400,3.0850,3.2350
2021-06-04,FR007利率互换收盘曲线,16:30,报买,2.2007,2.3325,2.4063,2.4600,2.5100,2.6325,2.7360,2.8285,2.9200,3.0373,3.1825
2021-06-04,FR007利率互换收盘曲线,16:30,均值,2.2030,2.3409,2.4106,2.4650,2.5117,2.6375,2.7409,2.8342,2.9217,3.0521,3.1938
2021-06-04,FR007利率互换收盘曲线,16:30,报卖,2.2054,2.3492,2.4150,2.4700,2.5133,2.6425,2.7459,2.8400,2.9233,3.0669,3.2050
2021-06-03,FR007利率互换收盘曲线,16:30,报买,2.1529,2.2925,2.3600,2.4150,2.4675,2.5875,2.6975,2.7875,2.8725,2.9925,3.1400
2021-06-03,FR007利率互换收盘曲线,16:30,均值,2.1546,2.2988,2.3650,2.4213,2.4700,2.5925,2.6988,2.7931,2.8738,3.0063,3.1563
2021-06-03,FR007利率互换收盘曲线,16:30,报卖,2.1563,2.3050,2.3700,2.4275,2.4725,2.5975,2.7000,2.7988,2.8750,3.0200,3.1725
2021-06-02,FR007利率互换收盘曲线,16:30,报买,2.2406,2.3200,2.3875,2.4375,2.4875,2.6075,2.7175,2.8050,2.8900,3.0150,3.1650
2021-06-02,FR007利率互换收盘曲线,16:30,均值,2.2423,2.3263,2.3900,2.4413,2.4888,2.6103,2.7190,2.8088,2.8913,3.0275,3.1725
2021-06-02,FR007利率互换收盘曲线,16:30,报卖,2.2440,2.3325,2.3925,2.4450,2.4900,2.6130,2.7204,2.8125,2.8925,3.0400,3.1800
2021-06-01,FR007利率互换收盘曲线,16:30,报买,2.2715,2.3275,2.3875,2.4325,2.4750,2.5947,2.6950,2.7881,2.8725,2.9950,3.1425
2021-06-01,FR007利率互换收盘曲线,16:30,均值,2.2729,2.3325,2.3888,2.4363,2.4763,2.5988,2.7002,2.7920,2.8743,3.0075,3.1575
2021-06-01,FR007利率互换收盘曲线,16:30,报卖,2.2743,2.3375,2.3900,2.4400,2.4775,2.6029,2.7054,2.7960,2.8762,3.0200,3.1725
2021-05-31,FR007利率互换收盘曲线,16:30,报买,2.5715,2.3675,2.4092,2.4475,2.4854,2.6025,2.7019,2.7925,2.8750,3.0000,3.1475
2021-05-31,FR007利率互换收盘曲线,16:30,均值,2.5718,2.3688,2.4121,2.4488,2.4869,2.6063,2.7038,2.7950,2.8763,3.0125,3.1625
2021-05-31,FR007利率互换收盘曲线,16:30,报卖,2.5722,2.3700,2.4150,2.4500,2.4883,2.6100,2.7056,2.7975,2.8775,3.0250,3.1775
2021-05-28,FR007利率互换收盘曲线,16:30,报买,2.3840,2.3425,2.3900,2.4400,2.4825,2.6025,2.7025,2.7950,2.8795,3.0025,3.1525
2021-05-28,FR007利率互换收盘曲线,16:30,均值,2.3871,2.3538,2.3975,2.4450,2.4838,2.6063,2.7050,2.7988,2.8805,3.0161,3.1685
2021-05-28,FR007利率互换收盘曲线,16:30,报卖,2.3903,2.3650,2.4050,2.4500,2.4850,2.6100,2.7075,2.8025,2.8815,3.0296,3.1844
2021-05-27,FR007利率互换收盘曲线,16:30,报买,2.3431,2.3250,2.3750,2.4250,2.4675,2.5875,2.6896,2.7825,2.8650,2.9875,3.1425
2021-05-27,FR007利率互换收盘曲线,16:30,均值,2.3441,2.3288,2.3775,2.4272,2.4688,2.5900,2.6926,2.7850,2.8663,3.0013,3.1513
2021-05-27,FR007利率互换收盘曲线,16:30,报卖,2.3451,2.3325,2.3800,2.4294,2.4700,2.5925,2.6957,2.7875,2.8675,3.0150,3.1600
2021-05-26,FR007利率互换收盘曲线,16:30,报买,2.3361,2.3000,2.3550,2.4000,2.4475,2.5725,2.6725,2.7600,2.8450,2.9700,3.1175
2021-05-26,FR007利率互换收盘曲线,16:30,均值,2.3396,2.3125,2.3613,2.4075,2.4513,2.5750,2.6763,2.7650,2.8463,2.9841,3.1350
2021-05-26,FR007利率互换收盘曲线,16:30,报卖,2.3431,2.3250,2.3675,2.4150,2.4550,2.5775,2.6800,2.7700,2.8475,2.9982,3.1525
2021-05-25,FR007利率互换收盘曲线,16:30,报买,2.3757,2.3125,2.3625,2.4125,2.4550,2.5775,2.6800,2.7700,2.8525,2.9825,3.1325
2021-05-25,FR007利率互换收盘曲线,16:30,均值,2.3788,2.3238,2.3675,2.4163,2.4575,2.5788,2.6838,2.7750,2.8543,2.9948,3.1470
2021-05-25,FR007利率互换收盘曲线,16:30,报卖,2.3819,2.3350,2.3725,2.4200,2.4600,2.5800,2.6875,2.7800,2.8562,3.0071,3.1616
2021-05-24,FR007利率互换收盘曲线,16:30,报买,2.1759,2.2950,2.3625,2.4150,2.4575,2.5825,2.6800,2.7725,2.8575,2.9825,3.1325
2021-05-24,FR007利率互换收盘曲线,16:30,均值,2.1779,2.3025,2.3663,2.4175,2.4588,2.5850,2.6825,2.7763,2.8580,2.9963,3.1463
2021-05-24,FR007利率互换收盘曲线,16:30,报卖,2.1800,2.3100,2.3700,2.4200,2.4600,2.5875,2.6850,2.7800,2.8585,3.0100,3.1600
2021-05-21,FR007利率互换收盘曲线,16:30,报买,2.1861,2.2800,2.3350,2.3900,2.4422,2.5625,2.6675,2.7550,2.8368,2.9700,3.1125
2021-05-21,FR007利率互换收盘曲线,16:30,均值,2.1882,2.2875,2.3425,2.3975,2.4436,2.5648,2.6700,2.7591,2.8379,2.9809,3.1296
2021-05-21,FR007利率互换收盘曲线,16:30,报卖,2.1903,2.2950,2.3500,2.4050,2.4450,2.5672,2.6725,2.7632,2.8391,2.9917,3.1467
2021-05-20,FR007利率互换收盘曲线,16:30,报买,2.2034,2.2903,2.3473,2.4072,2.4525,2.5746,2.6821,2.7746,2.8546,2.9777,3.1302
2021-05-20,FR007利率互换收盘曲线,16:30,均值,2.2055,2.2977,2.3537,2.4124,2.4540,2.5798,2.6873,2.7787,2.8549,2.9938,3.1476
2021-05-20,FR007利率互换收盘曲线,16:30,报卖,2.2075,2.3050,2.3600,2.4175,2.4554,2.5850,2.6925,2.7827,2.8553,3.0100,3.1650
2021-05-19,FR007利率互换收盘曲线,16:30,报买,2.2051,2.3025,2.3700,2.4250,2.4725,2.5975,2.7050,2.7925,2.8750,3.0050,3.1625
2021-05-19,FR007利率互换收盘曲线,16:30,均值,2.2075,2.3113,2.3738,2.4313,2.4750,2.6002,2.7075,2.7975,2.8763,3.0188,3.1725
2021-05-19,FR007利率互换收盘曲线,16:30,报卖,2.2100,2.3200,2.3775,2.4375,2.4775,2.6029,2.7100,2.8025,2.8775,3.0325,3.1825
2021-05-18,FR007利率互换收盘曲线,16:30,报买,2.2499,2.3275,2.3900,2.4475,2.4916,2.6150,2.7200,2.8125,2.8959,3.0200,3.1625
2021-05-18,FR007利率互换收盘曲线,16:30,均值,2.2520,2.3350,2.3950,2.4513,2.4929,2.6175,2.7250,2.8175,2.8979,3.0346,3.1813
2021-05-18,FR007利率互换收盘曲线,16:30,报卖,2.2540,2.3425,2.4000,2.4550,2.4943,2.6200,2.7300,2.8225,2.9000,3.0492,3.2000
2021-05-17,FR007利率互换收盘曲线,16:30,报买,2.2231,2.3350,2.4050,2.4625,2.5054,2.6300,2.7350,2.8225,2.9100,3.0350,3.1850
2021-05-17,FR007利率互换收盘曲线,16:30,均值,2.2245,2.3400,2.4100,2.4663,2.5067,2.6316,2.7375,2.8292,2.9117,3.0493,3.2019
2021-05-17,FR007利率互换收盘曲线,16:30,报卖,2.2259,2.3450,2.4150,2.4700,2.5081,2.6332,2.7400,2.8360,2.9133,3.0637,3.2189
2021-05-14,FR007利率互换收盘曲线,16:30,报买,2.1167,2.2900,2.3671,2.4246,2.4775,2.6000,2.7080,2.8000,2.8900,3.0125,3.1500
2021-05-14,FR007利率互换收盘曲线,16:30,均值,2.1188,2.2975,2.3723,2.4285,2.4788,2.6063,2.7140,2.8038,2.8913,3.0288,3.1750
2021-05-14,FR007利率互换收盘曲线,16:30,报卖,2.1209,2.3050,2.3775,2.4325,2.4800,2.6125,2.7200,2.8075,2.8925,3.0450,3.2000
2021-05-13,FR007利率互换收盘曲线,16:30,报买,2.1339,2.3000,2.3750,2.4350,2.4849,2.6075,2.7125,2.8025,2.8899,3.0150,3.1650
2021-05-13,FR007利率互换收盘曲线,16:30,均值,2.1372,2.3119,2.3813,2.4413,2.4862,2.6100,2.7163,2.8063,2.8905,3.0296,3.1825
2021-05-13,FR007利率互换收盘曲线,16:30,报卖,2.1406,2.3239,2.3875,2.4475,2.4875,2.6125,2.7200,2.8100,2.8912,3.0442,3.2000
2021-05-12,FR007利率互换收盘曲线,16:30,报买,2.0785,2.2825,2.3590,2.4175,2.4675,2.5850,2.6925,2.7850,2.8713,2.9985,3.1425
2021-05-12,FR007利率互换收盘曲线,16:30,均值,2.0803,2.2888,2.3657,2.4238,2.4689,2.5893,2.6975,2.7888,2.8732,3.0138,3.1650
2021-05-12,FR007利率互换收盘曲线,16:30,报卖,2.0820,2.2950,2.3725,2.4300,2.4703,2.5935,2.7025,2.7925,2.8750,3.0290,3.1875
